"Feature","NIT_1","NIT_2","NIT_3","CTL_1","CTL_2","CTL_3"
"ARF1",1832,1720,1806,1796,1734,1374
"ARF2",144,132,129,100,97,75
"ARF3",1261,1109,1209,1172,1059,727
"ARF4",2216,2096,1972,1792,1643,1221
"ARF5",1164,1129,1097,1343,1399,997
"ARF6",609,580,643,528,521,439
"ARFGAP1",458,455,442,461,446,396
"ARFGAP2",1331,1391,1259,2221,1996,1664
"ARFGEF2",495,564,561,717,589,544
"ARFIP1",149,153,146,144,93,107
"ARFIP2",325,273,269,261,246,214
"ARFRP1",110,101,118,132,91,86
"ARG1",10978,10217,8906,9994,8327,10251
"ARG2",5,1,1,3,0,2
"ARGLU1",384,377,359,454,422,349
"ARHGAP1",614,435,570,409,369,354
"ARHGAP10",39,35,51,22,27,16
"ARHGAP11A",259,215,268,63,53,37
"ARHGAP12",316,339,406,645,487,461
"ARHGAP15",80,40,53,10,13,8
"ARHGAP17",358,303,319,272,251,145
"ARHGAP18",262,180,248,149,123,83
"ARHGAP20",2,1,3,1,1,3
"ARHGAP21",442,418,516,571,516,397
"ARHGAP22",47,32,36,16,11,8
"ARHGAP24",128,108,130,217,168,160
"ARHGAP25",217,180,222,108,57,39
"ARHGAP26",42,49,43,42,50,32
"ARHGAP27",112,81,89,65,48,24
"ARHGAP28",12,20,34,14,18,4
"ARHGAP29",449,436,460,649,997,498
"ARHGAP30",407,273,307,115,68,59
"ARHGAP31",148,151,174,138,149,67
"ARHGAP39",113,74,84,99,80,42
"ARHGAP4",216,182,158,96,87,54
"ARHGAP5",149,225,236,338,212,194
"ARHGAP8",166,201,156,312,188,169
"ARHGAP9",280,203,212,79,70,41
"ARHGDIA",3045,2573,2633,1742,1652,1116
"ARHGDIB",603,440,521,229,168,80
"ARHGEF1",794,720,735,829,665,602
"ARHGEF11",392,335,375,565,587,379
"ARHGEF12",1178,1260,1155,1415,1298,1061
"ARHGEF15",65,73,83,107,117,55
"ARHGEF18",223,236,222,412,410,297
"ARHGEF19",293,468,345,571,992,467
"ARHGEF2",400,353,422,242,220,134
"ARHGEF25",51,40,58,22,17,8
"ARHGEF3",262,295,294,120,156,148
"ARHGEF37",6,3,5,68,44,23
"ARHGEF6",114,109,115,46,33,19
"ARHGEF7",607,570,597,656,771,398
"ARHGEF9",23,22,25,16,31,27
"ARID1A",890,689,1016,911,1327,675
"ARID3A",25,23,29,8,12,5
"ARID3B",78,53,64,61,71,58
"ARID4A",205,171,200,216,190,100
"ARID4B",259,317,283,460,372,294
"ARID5A",266,194,114,18,13,16
"ARID5B",212,309,198,134,170,102
"ARIH1",754,726,713,1068,931,694
"ARIH2",545,479,497,585,566,443
"ARL1",486,506,464,492,398,369
"ARL10",7,4,9,2,0,2
"ARL11",203,110,149,19,19,11
"ARL13B",71,63,62,55,86,28
"ARL2",96,90,92,103,107,87
"ARL2BP",388,316,340,346,277,232
"ARL3",92,74,84,111,112,77
"ARL4A",166,209,143,136,116,71
"ARL4D",32,32,33,30,48,28
"ARL5A",231,323,261,379,296,234
"ARL5B",213,347,281,184,154,102
"ARL5C",21,17,23,5,5,4
"ARL6",36,26,34,33,25,22
"ARL6IP1",1169,1010,1080,1561,1145,883
"ARL6IP4",241,256,251,311,278,256
"ARL6IP5",200,160,169,155,131,83
"ARL6IP6",94,70,81,98,75,72
"ARL8A",436,382,342,319,301,210
"ARL8B",948,872,880,961,729,522
"ARMC1",304,290,282,438,345,283
"ARMC10",134,127,142,140,145,97
"ARMC5",344,273,330,265,284,213
"ARMC6",23,18,26,21,14,6
"ARMC7",34,36,43,42,49,32
"ARMC8",263,214,250,252,240,180
"ARMC9",69,57,72,96,98,80
"ARMCX1",61,45,62,50,62,19
"ARMCX2",51,37,57,24,36,15
"ARMCX3",288,263,263,213,149,116
"ARMCX6",11,6,4,4,9,11
"ARNT",240,339,307,407,370,321
"ARNT2",11,2,4,0,2,5
"ARNTL",98,141,140,276,90,63
"ARNTL2",15,15,12,31,23,9
"ARPC1A",438,381,433,486,456,383
"ARPC1B",1936,1460,1683,670,621,462
"ARPC2",2492,2147,2253,1636,1582,1123
"ARPC3",777,708,651,400,416,312
"ARPC4",822,787,815,598,564,491
"ARPC5",1358,1153,1216,917,741,610
"ARPC5L",222,196,191,217,258,226
"ARPM1",3,3,4,1,2,0
"ARPP19",226,215,210,196,168,134
"ARPP21",5,6,8,0,1,0
"ARRB1",65,58,68,45,50,18
"ARRB2",186,134,184,89,78,53
"ARRDC1",225,199,201,147,132,89
"ARRDC2",36,41,49,41,37,34
"ARRDC3",275,234,160,606,905,600
"ARRDC4",34,33,35,37,31,17
"ARSA",255,228,267,298,338,253
"ARSB",454,418,426,304,378,249
"ARSE",115,83,92,77,95,49
"ARSG",8,5,13,17,18,16
"ARSI",4,1,1,3,1,1
"ARSJ",3,1,8,1,0,0
"ARSK",71,63,57,85,82,65
"ART2",11,8,18,11,3,4
"ART3",13,15,18,12,20,11
"ART4",148,99,165,26,42,25
"ARV1",86,71,76,86,71,63
"ARVCF",375,298,366,474,565,353
"AS3MT",1324,1317,1609,1862,1862,1761
"ASAH1",878,706,741,380,378,244
"ASAH2",30,42,26,34,37,24
"ASAP1",251,221,261,230,267,89
"ASB1",10,16,18,16,8,13
"ASB13",161,146,177,204,164,159
"ASB2",28,15,20,15,17,9
"ASB3",82,85,96,141,156,104
"ASB5",9,8,9,10,21,14
"ASB6",139,113,118,162,130,125
"ASB7",44,45,49,69,76,27
"ASB8",321,321,333,412,413,360
"ASCC1",173,150,165,196,154,133
"ASCC2",236,201,226,222,178,145
"ASCC3L1",1229,1274,1369,1365,1128,941
"ASCL2",5,2,2,4,0,6
"ASF1A",110,112,116,150,140,111
"ASF1B",62,49,59,9,8,0
"ASGR1",2346,2745,2393,4780,5098,3694
"ASGR2",1543,1835,1611,3242,3249,2390
"ASH1L",582,614,656,971,973,704
"ASH2L",264,262,257,344,275,234
"ASL",4192,4792,3855,3793,2923,3061
"ASMT",9,3,1,0,3,1
"ASMTL",132,111,146,161,182,114
"ASNA1",400,345,352,361,349,279
"ASNS",364,162,153,41,92,26
"ASNSD1",291,305,308,299,222,223
"ASPA",116,93,137,37,93,36
"ASPDH",391,470,425,850,752,618
"ASPG",1602,1858,1303,2285,1819,2154
"ASPM",162,136,187,65,68,45
"ASPN",70,25,45,11,32,12
"ASRGL1",119,67,133,87,26,52
"ASS1",9519,11261,10022,21787,17503,18117
"ASTE1",16,18,21,23,26,13
"ASTN1",3,2,5,0,1,1
"ATAD1",685,694,666,685,610,486
"ATAD2",264,213,290,137,108,91
"ATAD3A",357,438,387,367,342,335
"ATAT1",26,11,25,33,28,14
"ATE1",450,354,430,535,430,295
"ATF1",443,416,442,569,497,355
"ATF2",160,177,189,264,184,159
"ATF3",345,504,160,19,46,7
"ATF4",1295,1240,1126,1312,1726,1005
"ATF5",1723,1526,1522,2743,2086,2036
"ATF6",783,873,842,788,716,608
"ATF6B",574,494,564,616,589,431
"ATF7",102,92,124,153,152,77
"ATG10",51,57,54,50,44,29
"ATG12",420,409,428,473,456,387
"ATG14",130,134,138,173,207,156
"ATG16L1",280,262,275,355,292,255
"ATG16L2",159,175,203,145,148,98
"ATG2A",662,543,571,809,688,653
"ATG3",406,520,445,458,471,382
"ATG4B",199,177,130,229,191,160
"ATG4C",215,253,229,224,221,154
"ATG5",232,212,222,315,251,242
"ATG7",129,121,134,133,107,94
"ATG9A",803,798,800,1489,1525,1153
"ATG9B",9,13,16,1,0,0
"ATIC",579,499,502,434,383,362
"ATL1",12,14,11,14,22,6
"ATL2",850,1137,1066,1581,1401,1036
"ATL3",523,569,609,869,737,467
"ATM",169,185,252,207,116,137
"ATMIN",25,25,39,55,48,33
"ATN1",439,325,369,429,470,252
"ATOH8",333,307,314,460,375,387
"ATOX1",501,767,595,803,811,610
"ATP10A",92,38,75,12,8,6
"ATP11A",682,627,595,996,733,588
"ATP13A1",934,838,883,834,741,647
"ATP13A2",546,373,424,275,241,157
"ATP13A3",13,18,20,39,22,6
"ATP13A5",21,25,12,18,30,14
"ATP1A1",3996,3718,3485,4008,4271,3258
"ATP1A2",6,1,2,4,6,10
"ATP1A3",52,25,59,2,2,2
"ATP1B1",1359,1118,1022,546,313,344
"ATP1B2",29,21,38,11,21,10
"ATP1B3",664,613,713,437,382,304
"ATP2A2",2951,2923,2836,4106,3081,2938
"ATP2A3",142,74,76,97,91,27
"ATP2B1",548,496,507,498,346,312
"ATP2B2",128,152,111,234,218,137
"ATP2B3",1,1,2,0,2,2
"ATP2B4",34,15,39,15,12,7
"ATP2C1",799,744,718,1134,890,774
"ATP5A1",7048,7895,6851,9050,8699,6814
"ATP5B",14568,15664,15220,17535,16787,12943
"ATP5C1",1821,2230,1876,2486,2109,1820
"ATP5D",991,1060,902,1037,1065,877
"ATP5E",165,205,164,212,197,175
"ATP5F1",2383,2592,2353,2642,2722,2018
"ATP5G1",1239,1242,1192,1075,1274,1150
"ATP5G2",1501,1432,1394,1986,1845,1422
"ATP5G3",1488,1667,1392,1687,1572,1243
"ATP5H",1061,1115,1045,1404,1273,1087
"ATP5I",612,649,536,802,850,599
"ATP5J",769,781,769,813,768,757
"ATP5L",1111,1185,1102,1241,1273,1032
"ATP5O",995,1187,1038,1154,1174,1078
"ATP5S",41,27,41,75,64,41
"ATP5SL",229,222,233,279,250,197
"ATP6AP1",1040,925,1002,913,758,638
"ATP6AP1L",8,4,19,11,16,9
"ATP6AP2",488,374,462,438,368,307
"ATP6V0A1",466,480,540,935,945,661
"ATP6V0A2",162,159,175,224,155,141
"ATP6V0B",246,193,206,222,218,159
"ATP6V0C",2511,2468,2283,2008,1952,1589
"ATP6V0D1",1132,1218,1295,1593,1458,1182
"ATP6V0D2",11,6,11,16,12,9
"ATP6V0E1",654,685,649,559,545,476
"ATP6V0E2",152,167,144,159,157,115
"ATP6V1A",661,553,630,523,433,363
"ATP6V1B2",1256,1118,1012,790,583,420
"ATP6V1C1",445,421,485,359,341,299
"ATP6V1C2",5,6,8,6,5,5
"ATP6V1D",806,778,829,298,292,203
"ATP6V1E1",432,333,377,316,286,258
"ATP6V1F",341,308,309,267,267,223
"ATP6V1G1",1230,1142,1144,1177,1038,883
"ATP6V1H",360,371,299,310,300,310
"ATP7A",90,100,109,71,35,23
"ATP7B",522,817,731,953,1066,821
"ATP8B1",325,347,346,348,305,272
"ATP8B2",525,488,445,565,454,316
"ATP9B",410,375,433,581,550,416
"ATPAF1",260,278,307,353,308,294
"ATPAF2",134,138,139,132,145,107
"ATPBD4",51,33,50,63,54,40
"ATPIF1",380,293,364,174,186,118
"ATRIP",58,72,91,115,90,63
"ATRN",2589,2712,3157,7070,6591,4989
"ATXN1",78,125,103,190,173,130
"ATXN10",755,773,778,761,800,515
"ATXN2L",1138,900,1057,1103,1166,887
"ATXN3",206,247,237,222,193,229
"AUH",365,386,330,489,430,337
"AUP1",960,929,970,1314,1206,1031
"AURKA",125,95,131,46,38,21
"AURKAIP1",276,331,287,324,312,268
"AURKB",159,123,171,21,16,19
"AURKC",13,10,13,7,8,7
"AVEN",116,108,107,146,144,135
"AVPI1",76,94,73,91,159,68
"AVPR1A",151,175,344,2030,855,1027
"AXIN1",367,309,361,481,401,301
"AXIN2",51,46,63,137,97,102
"AXL",671,456,577,415,294,169
"AZGP1",4929,5824,5245,10154,8863,8305
"AZI1",102,79,100,163,121,101
"AZI2",250,232,207,270,254,221
"AZIN1",1679,1671,1498,683,816,907
"B2M",27423,25501,21370,20388,18020,12475
"B3GALNT1",36,11,41,1,1,0
"B3GALNT2",257,263,274,315,275,258
"B3GALT1",563,645,598,525,599,575
"B3GALT2",0,2,0,3,1,1
"B3GALT4",49,41,63,88,80,81
"B3GALT5",10,5,8,5,7,7
"B3GALT6",43,38,45,69,76,55
"B3GAT3",329,296,338,406,402,276
"B3GNT1",145,138,153,203,204,156
"B3GNT2",311,358,237,167,254,104
"B3GNT5",2,4,1,5,4,2
"B3GNT7",22,17,18,12,7,9
"B3GNT8",3,1,3,2,2,2
"B3GNTL1",15,21,7,14,15,12
"B4GALNT1",589,540,633,932,403,605
"B4GALNT4",9,4,4,0,4,2
"B4GALT1",795,848,640,383,529,367
"B4GALT2",13,12,15,7,10,3
"B4GALT3",178,138,132,146,131,106
"B4GALT4",15,8,2,9,6,5
"B4GALT5",258,135,163,59,44,42
"B4GALT6",258,162,212,86,87,58
"B4GALT7",106,95,101,115,133,100
"B9D1",78,50,49,58,44,34
"B9D2",15,17,7,10,17,7
"BAAT",6802,7106,6100,21818,14348,13468
"BABAM1",329,322,343,293,335,238
"BACE1",66,49,70,162,140,125
"BACE2",44,38,29,68,70,30
"BACH1",611,899,542,592,409,319
"BAD",95,57,80,100,69,65
"BAG1",402,420,426,386,401,341
"BAG2",50,50,42,45,23,35
"BAG3",321,283,264,626,435,386
"BAG4",62,50,53,55,80,42
"BAG5",219,224,172,191,148,129
"BAG6",1029,930,1035,1072,975,758
"BAIAP2",192,186,182,240,131,133
"BAIAP2L1",623,778,749,740,476,374
"BAK1",311,262,265,58,63,49
"BAMBI",24,20,19,43,32,37
"BANF1",443,447,408,322,324,270
"BANK1",66,65,66,31,13,8
"BANP",40,26,40,88,56,49
"BAP1",567,537,551,653,586,484
"BARD1",38,27,69,7,7,1
"BASP1",87,49,77,11,14,8
"BATF",26,15,13,3,3,3
"BATF3",8,7,6,1,0,0
"BAX",255,226,259,104,110,83
"BAZ1A",356,302,294,264,177,112
"BAZ1B",828,646,835,901,913,765
"BAZ2A",518,435,507,546,559,362
"BAZ2B",234,200,267,271,207,180
"BBOX1",492,760,638,1008,971,841
"BBS1",74,72,87,70,59,35
"BBS10",57,45,63,89,82,101
"BBS2",81,78,75,95,110,60
"BBS4",112,136,113,139,141,110
"BBS5",27,28,28,37,26,24
"BBS7",60,43,52,51,50,38
"BBX",41,51,61,63,35,27
"BCAM",293,231,225,105,138,85
"BCAN",9,9,3,6,3,4
"BCAP29",228,254,275,204,193,149
"BCAP31",1010,1016,1045,1334,1183,893
"BCAR1",838,924,832,1766,1674,927
"BCAR3",225,328,237,216,298,183
"BCAS2",283,242,283,319,319,222
"BCAS3",241,207,216,385,319,224
"BCAT1",104,64,68,2,0,1
"BCAT2",86,64,74,29,35,17
"BCCIP",229,199,226,218,214,204
"BCDIN3D",15,16,18,37,42,27
"BCHE",31,52,42,65,55,36
"BCKDHA",1104,1279,1144,2017,2070,1588
"BCKDHB",524,881,587,1377,899,694
"BCKDK",359,371,346,367,415,341
"BCL10",244,252,259,241,219,174
"BCL11A",1,3,7,4,3,2
"BCL11B",11,5,3,1,1,1
"BCL2",7,1,8,1,1,1
"BCL2A1D",266,183,164,25,29,16
"BCL2L1",523,526,430,249,186,135
"BCL2L11",39,49,30,16,6,6
"BCL2L12",67,55,59,46,44,22
"BCL2L13",81,68,84,90,57,52
"BCL2L14",7,10,25,4,2,3
"BCL2L2",390,294,346,547,564,361
"BCL3",597,458,297,167,85,237
"BCL6",411,256,421,746,109,617
"BCL6B",199,231,230,261,303,209
"BCL7B",188,156,174,231,198,150
"BCL7C",130,94,114,129,110,80
"BCL9",84,69,89,101,89,90
"BCL9L",282,242,310,501,819,236
"BCLAF1",844,920,912,958,719,638
"BCMO1",178,348,269,286,340,124
"BCO2",198,302,225,636,427,328
"BCOR",431,419,375,272,232,199
"BCORL1",95,72,67,106,103,61
"BCS1L",103,125,117,138,111,104
"BDH1",1767,2589,1490,4470,4410,2967
"BDH2",45,59,29,106,72,50
"BDKRB2",0,2,3,3,4,0
"BDP1",2,6,7,14,5,8
"BECN1",667,590,663,612,604,496
"BEGAIN",13,5,6,0,2,2
"BEND5",2,1,0,2,3,2
"BEND6",4,8,5,1,1,0
"BEND7",23,18,22,20,31,16
"BET1",434,444,466,680,543,507
"BET1L",202,182,235,176,197,163
"BEX1",5,3,1,1,1,1
"BEX2",5,1,4,3,4,2
"BEX4",10,5,14,2,3,1
"BFAR",394,360,391,387,333,309
"BFSP1",8,6,0,8,4,1
"BGN",3942,2391,3276,2158,2640,1209
"BHLHA15",113,68,139,195,150,169
"BHLHB9",66,67,93,113,171,59
"BHLHE22",25,8,8,3,4,7
"BHLHE40",1303,1384,791,354,1152,843
"BHMT",7500,15950,12539,23487,23480,30163
"BHMT2",2852,4073,3686,6643,6267,5012
"BICC1",165,135,178,40,81,39
"BICD1",1,2,3,3,2,1
"BICD2",453,393,477,333,352,198
"BID",149,131,145,91,110,60
"BIK",1,4,7,2,0,1
"BIN1",219,168,183,249,195,150
"BIN2",166,108,159,60,63,38
"BIN3",200,206,185,245,185,151
"BIRC2",406,397,367,439,740,321
"BIRC3",220,212,155,68,47,56
"BIRC6",1099,1272,1209,1689,1291,1184
"BLCAP",340,323,324,441,405,350
"BLES03",167,211,221,291,242,203
"BLK",22,44,23,44,29,17
"BLMH",484,493,432,402,407,285
"BLNK",114,77,101,13,13,6
"BLOC1S1",204,232,201,241,251,219
"BLOC1S2",176,159,172,75,100,77
"BLVRA",355,374,327,177,190,118
"BLVRB",603,523,605,861,606,510
"BLZF1",79,89,111,119,98,103
"BMF",229,190,176,351,651,286
"BMI1",110,95,125,133,101,88
"BMP1",1038,1089,1141,2100,1726,1530
"BMP10",51,38,41,36,59,15
"BMP2",40,56,53,88,136,44
"BMP3",9,6,17,0,0,0
"BMP4",17,11,18,16,18,10
"BMP5",115,118,89,170,246,94
"BMP6",20,17,16,25,34,16
"BMP7",77,33,26,37,39,51
"BMPER",10,10,10,13,16,10
"BMPR1A",165,180,161,213,165,156
"BMPR2",100,95,126,201,157,86
"BMS1",396,384,390,470,348,359
"BMX",21,8,19,3,9,4
"BMYC",15,27,16,49,39,35
"BNC1",7,1,3,6,1,4
"BNIP1",129,126,122,110,106,112
"BNIP2",261,202,260,215,189,121
"BNIP3",720,819,827,662,508,630
"BNIP3L",1269,1003,1087,1224,1144,929
"BOD1",80,97,79,107,116,96
"BOK",49,35,47,13,17,14
"BOLA1",67,81,77,121,101,104
"BOLA3",101,108,112,128,106,111
"BOP1",356,335,313,308,258,224
"BORA",63,54,63,25,12,11
"BPGM",213,148,171,193,216,207
"BPHL",520,644,446,726,927,514
"BPNT1",263,265,284,314,243,252
"BRCA1",74,69,105,38,39,37
"BRCA2",66,75,82,47,22,14
"BRCC3",463,411,464,450,456,390
"BRD1",438,401,451,459,472,280
"BRD2",1217,1061,1084,878,1094,742
"BRD3",306,294,284,430,380,306
"BRD4",970,868,906,1245,1341,803
"BRD7",422,396,435,474,433,350
"BRD8",311,238,279,247,222,163
"BRD9",217,194,230,185,202,135
"BRE",215,258,214,240,236,173
"BRF1",161,132,155,233,184,175
"BRF2",64,52,59,74,73,58
"BRI3",395,383,342,489,642,424
"BRI3BP",37,44,34,19,37,15
"BRIX1",225,249,245,200,164,175
"BRK1",595,540,485,553,482,364
"BRMS1",305,279,300,298,257,212
"BRMS1L",112,67,90,129,132,81
"BROX",508,469,436,470,415,331
"BRP44",206,247,232,270,265,215
"BRP44L",1252,1432,1351,2279,2341,1887
"BRPF1",205,194,245,213,185,142
"BRPF3",190,169,207,225,232,166
"BRSK1",8,19,17,5,12,10
"BSCL2",258,208,266,272,297,226
"BSDC1",777,775,778,1053,1025,755
"BSG",4635,5236,4758,4516,5230,3992
"BSN",2,2,3,6,8,5
"BSPRY",43,51,50,36,46,43
"BST1",63,37,38,3,3,1
"BST2",1874,1493,1688,1763,1354,1285
"BTAF1",529,602,604,638,465,393
"BTBD1",512,515,500,642,573,475
"BTBD10",93,61,85,54,52,22
"BTBD3",59,63,51,44,43,27
"BTBD6",194,199,220,329,343,224
"BTBD7",111,137,153,167,176,81
"BTBD9",82,80,79,109,85,73
"BTC",17,15,13,0,1,1
"BTD",362,455,466,709,702,500
"BTF3",524,516,619,593,437,338
"BTG1",1922,1969,1667,2335,1409,2094
"BTG2",2143,2057,1304,190,223,161
"BTG3",172,109,123,16,26,14
"BTK",101,61,83,23,23,12
"BTLA",2,2,4,2,2,2
"BTNL2",20,3,10,0,0,0
"BTRC",117,104,113,148,146,77
"BUB1",204,174,244,51,57,21
"BUB3",334,304,340,328,276,199
"BUCS1",1324,1638,1454,2447,2172,1838
"BUD13",112,105,114,104,120,71
"BUD31",254,245,254,316,262,237
"BWK1",513,538,569,605,649,458
"BZW1",1110,1062,1151,1157,1199,841
"BZW2",162,145,176,72,74,62
"C1H6ORF35",116,156,128,164,187,120
"C1D",135,107,119,127,141,111
"C1GALT1",135,189,175,283,186,165
"C1GALT1C1",156,147,147,210,186,147
"C1QA",2580,2015,1973,1263,983,615
"C1QB",2432,1768,1780,946,765,468
"C1QBP",983,966,860,659,624,661
"C1QC",2243,1870,1642,956,741,485
"C1QL3",2,2,1,2,1,1
"C1QTNF1",201,156,174,141,163,92
"C1QTNF2",41,14,22,25,10,11
"C1QTNF3",1,0,0,1,3,4
"C1QTNF5",69,41,40,41,33,27
"C1QTNF6",114,90,107,17,37,22
"C1QTNF7",15,10,4,6,8,7
"C1R",11661,12131,10140,14415,13904,9965
"C1RL",481,602,555,678,573,476
"C1S",9950,11785,8873,11338,9358,7442
"C2",4405,3632,3317,2273,2188,1654
"C2CD2",408,532,442,1137,1029,611
"C2CD2L",365,301,357,611,490,494
"C2CD3",133,104,129,158,159,112
"C3",154298,172957,161489,230307,250772,199008
"C3AR1",55,44,68,33,24,24
"C4-2",1878,1795,1453,1576,1372,1442
"C4B",1036,1178,963,1162,936,1070
"C4BPA",11214,13262,10318,11384,11808,10682
"C4BPB",4484,5801,4591,4158,5641,5834
"C6",3005,3891,3575,2181,3236,1729
"C8A",8624,9772,9200,14583,15093,13273
"C8B",4008,4929,4407,8281,8590,6827
"C8G",864,1107,1034,2043,2233,1729
"C9",23626,23341,19263,19642,18644,14985
"CA2",235,184,291,112,209,137
"CAB39",1147,922,1058,786,737,658
"CAB39L",180,138,171,147,141,118
"CABIN1",309,268,295,256,271,215
"CABLES1",60,33,44,51,62,36
"CABP1",29,36,22,86,82,74
"CABP4",5,7,5,5,6,4
"CABP5",1,0,1,4,0,2
"CABP7",14,13,20,21,23,19
"CACHD1",34,26,48,17,36,22
"CACNA1A",4,4,5,6,6,4
"CACNA1C",34,21,33,4,8,7
"CACNA1D",168,130,100,366,244,185
"CACNA1G",24,14,15,11,9,11
"CACNA1H",9,5,2,2,1,1
"CACNA2D1",25,16,30,6,7,10
"CACNA2D2",8,6,1,7,10,2
"CACNA2D4",28,37,20,40,39,26
"CACNB2",16,28,23,17,32,26
"CACNB3",23,28,15,17,29,10
"CACNB4",0,3,3,5,4,10
"CACNG4",2,0,4,1,2,0
"CACYBP",579,548,536,597,521,420
"CAD",455,396,456,454,288,348
"CADM1",128,119,115,224,248,142
"CADM3",18,16,9,29,26,8
"CADM4",22,15,6,39,36,11
"CADPS",3,0,6,3,2,0
"CAGE1",9,11,4,26,18,16
"CALCOCO1",286,193,255,327,388,257
"CALCRL",114,146,115,188,216,84
"CALD1",3097,2853,3058,3235,2877,2030
"CALHM2",45,25,51,28,41,15
"CALM1",3559,3341,3362,2208,2066,1482
"CALM2",1199,1175,1171,963,1177,691
"CALM3",289,242,262,271,278,184
"CALML3",4,1,1,1,2,2
"CALML4",20,20,24,22,36,29
"CALR",11747,12784,12614,13000,13797,11768
"CALR3",15,14,9,24,21,8
"CALU",3096,2727,3108,1773,1872,1412
"CAMK1",142,118,109,191,169,124
"CAMK2B",9,5,10,2,3,1
"CAMK2D",79,84,70,30,31,17
"CAMK2G",52,56,51,53,45,22
"CAMK2N1",43,33,27,39,51,43
"CAMK2N2",4,3,2,3,2,0
"CAMK4",14,7,11,1,1,1
"CAMKK1",88,59,72,36,22,21
"CAMKK2",27,20,35,22,40,18
"CAMKMT",21,22,14,10,9,2
"CAMLG",85,80,91,91,99,65
"CAMSAP1",241,199,186,249,217,146
"CAMSAP2",375,347,404,444,344,264
"CAMTA1",32,28,33,29,35,22
"CAMTA2",522,428,467,586,565,388
"CAND1",974,1035,962,1318,960,810
"CAND2",27,18,14,9,20,1
"CANT1",318,287,310,448,379,292
"CANX",8331,8132,8225,8418,7187,6687
"CAP1",2156,1837,1840,1056,981,698
"CAPG",555,463,412,120,73,46
"CAPN1",327,252,314,140,215,169
"CAPN12",7,5,7,7,6,3
"CAPN2",948,845,903,527,585,281
"CAPN5",91,73,81,44,49,29
"CAPN6",28,7,5,3,6,3
"CAPN7",321,301,322,467,402,316
"CAPNS1",942,806,733,1084,993,498
"CAPRIN1",999,950,1058,1112,819,659
"CAPS2",11,8,17,16,23,20
"CAPZA1",1172,944,1097,668,626,455
"CAPZA2",1430,1266,1368,1309,1062,936
"CAPZB",1422,1257,1280,999,936,690
"CAR1",110,43,182,12,16,5
"CAR11",4,1,4,3,5,5
"CAR12",16,10,7,1,2,5
"CAR13",15,4,3,1,2,0
"CAR14",175,256,236,457,368,346
"CAR3",895,2480,532,15215,28818,7743
"CAR5A",108,307,151,733,502,447
"CAR5B",28,19,32,20,37,16
"CAR6",6,24,17,29,45,25
"CAR7",15,17,18,19,17,10
"CAR8",778,801,738,705,703,447
"CAR9",20,4,8,10,13,5
"CARD10",325,251,309,275,230,195
"CARD6",382,386,431,651,609,391
"CARD9",50,39,39,21,17,14
"CARHSP1",1133,1125,1128,2077,1923,1295
"CARKD",245,270,260,339,367,311
"CARM1",257,197,234,180,208,132
"CARS",578,597,619,674,505,503
"CASC1",21,13,14,12,13,12
"CASC3",245,212,246,241,252,154
"CASC5",111,78,103,36,31,10
"CASK",170,175,174,224,303,197
"CASKIN1",18,10,12,10,25,14
"CASKIN2",363,273,328,347,326,289
"CASP1",246,193,207,77,60,35
"CASP12",165,181,65,13,167,54
"CASP2",221,159,203,117,98,92
"CASP3",876,721,702,424,407,345
"CASP4",146,180,129,71,130,45
"CASP6",248,277,258,342,360,292
"CASP7",552,563,487,316,365,256
"CASP8",113,101,110,86,73,46
"CASP8AP2",167,179,187,166,117,114
"CASP9",105,103,122,131,98,80
"CASQ1",5,5,10,11,20,2
"CASQ2",5,1,1,2,2,1
"CASR",1,2,5,0,4,1
"CASS4",7,0,1,5,0,1
"CAST",1762,1718,1705,1797,1544,1221
"CAT",16992,21315,19684,40102,50618,31873
"CATSPER2",11,23,22,38,33,25
"CATSPERG1",56,58,44,26,59,32
"CAV1",207,91,116,65,77,63
"CBFA2T2",100,86,77,109,113,82
"CBFA2T3",29,25,30,18,30,10
"CBFB",423,405,472,439,393,348
"CBLB",244,203,223,96,99,85
"CBLC",18,14,10,10,24,6
"CBLL1",198,211,200,203,210,154
"CBLN3",2,11,41,154,26,136
"CBR1",42,37,37,28,20,30
"CBR3",13,16,12,17,9,4
"CBR4",108,132,90,205,169,130
"CBS",1941,2110,1769,2691,2492,2605
"CBWD1",39,39,48,60,29,34
"CBX2",67,51,51,111,77,86
"CBX3",112,81,104,41,70,25
"CBX5",96,96,141,100,88,65
"CBX6",62,66,75,66,60,46
"CBX7",31,26,26,70,43,42
"CBX8",54,47,43,61,70,61
"CBY1",19,22,19,24,21,16
"CC2D1A",241,218,221,252,244,165
"CCAR1",626,511,549,576,552,404
"CCBL1",326,395,334,311,391,411
"CCBP2",7,8,2,16,9,11
"CCDC101",104,129,134,206,148,180
"CCDC102A",83,74,73,23,24,15
"CCDC104",180,203,189,248,231,152
"CCDC112",42,53,38,31,26,21
"CCDC115",55,64,66,49,52,33
"CCDC117",147,118,135,214,256,149
"CCDC12",138,124,111,130,123,86
"CCDC120",83,72,47,20,30,14
"CCDC124",219,186,185,199,202,144
"CCDC125",191,126,167,237,137,185
"CCDC126",36,58,59,137,142,91
"CCDC127",65,50,69,82,108,58
"CCDC130",64,55,55,62,64,35
"CCDC132",296,262,261,286,255,212
"CCDC134",146,136,202,97,78,93
"CCDC148",3,3,1,1,0,0
